claim_id,customer_id,claim_date,claim_amount,claim_type,status,adjuster_id
CL002331,C00735,2024-12-25,10848.13,Liability,Open,ADJ005
CL002332,C00144,2024-04-08,2697.76,Theft,Closed,ADJ046
CL002333,C00241,2021-12-07,3408.03,Medical,Under Review,ADJ006
CL002334,C00423,2025-06-09,5481.81,Collision,Approved,ADJ026
CL002335,C00559,2024-01-20,1401.18,Liability,Approved,ADJ045
CL002336,C00159,2023-09-16,8447.41,Collision,Closed,ADJ029
CL002337,C00163,2025-05-12,2171.11,Medical,Closed,ADJ016
CL002338,C00058,2023-03-17,9849.0,Theft,Open,ADJ004
CL002339,C00659,2024-08-01,21951.98,Collision,Open,ADJ015
CL002340,C00777,2023-02-20,3873.65,Property,Closed,ADJ033
CL002341,C00328,2025-05-20,5182.78,Liability,Open,ADJ033
CL002342,C00784,2025-06-11,4699.77,Collision,Approved,ADJ036
CL002343,C00070,2024-07-18,1081.89,Theft,Open,ADJ014
CL002344,C00236,2025-06-11,13488.59,Collision,Denied,ADJ024
CL002345,C00522,2025-02-01,13529.4,Property,Approved,ADJ014
CL002346,C00156,2025-03-07,8275.33,Theft,Under Review,ADJ018
CL002347,C00570,2021-12-28,5927.36,Liability,Closed,ADJ013
CL002348,C00773,2024-09-19,9310.47,Medical,Closed,ADJ021
CL002349,C00920,2025-04-11,4274.96,Collision,Under Review,ADJ029
CL002350,C00030,2023-02-05,17176.37,Theft,Approved,ADJ014
CL002351,C00190,2024-03-28,2134.06,Liability,Open,ADJ048
CL002352,C00956,2025-03-21,13176.4,Property,Denied,ADJ048
CL002353,C00766,2025-07-28,4829.84,Property,Denied,ADJ020
CL002354,C00370,2025-06-21,15517.66,Property,Denied,ADJ017
CL002355,C00223,2024-11-22,7910.94,Medical,Open,ADJ014
CL002356,C00850,2024-11-03,3123.33,Medical,Closed,ADJ032
CL002357,C00970,2025-04-16,10939.16,Medical,Approved,ADJ026
CL002358,C00617,2025-06-24,11430.95,Liability,Approved,ADJ036
CL002359,C00612,2022-05-07,11532.36,Property,Open,ADJ040
CL002360,C00110,2024-07-29,13323.98,Collision,Denied,ADJ004
CL002361,C00878,2025-01-02,662.57,Medical,Open,ADJ020
CL002362,C00456,2025-04-13,6030.6,Theft,Closed,ADJ007
CL002363,C00055,2024-01-18,5836.72,Property,Approved,ADJ048
CL002364,C00898,2024-11-15,5905.9,Medical,Approved,ADJ042
CL002365,C00023,2025-03-21,4813.31,Collision,Open,ADJ020
CL002366,C00146,2025-07-21,4309.52,Property,Open,ADJ041
CL002367,C00763,2024-11-25,14310.16,Collision,Approved,ADJ012
CL002368,C00015,2023-05-24,2132.51,Property,Approved,ADJ038
CL002369,C00712,2025-04-26,15192.39,Theft,Approved,ADJ005
CL002370,C00749,2023-12-23,10531.12,Property,Open,ADJ026
CL002371,C00695,2023-11-13,5972.66,Collision,Approved,ADJ028
CL002372,C00851,2024-09-28,7252.67,Property,Open,ADJ037
CL002373,C00919,2023-10-12,1138.49,Collision,Under Review,ADJ046
CL002374,C00289,2024-02-02,10923.63,Property,Under Review,ADJ002
CL002375,C00688,2024-11-17,4443.46,Property,Closed,ADJ045
CL002376,C00459,2025-08-01,12250.13,Collision,Denied,ADJ028
CL002377,C00573,2024-11-13,28448.12,Property,Open,ADJ019
CL002378,C00373,2024-09-11,3327.58,Liability,Denied,ADJ011
CL002379,C00383,2023-09-03,10049.72,Medical,Denied,ADJ035
CL002380,C00150,2025-04-11,5150.31,Medical,Approved,ADJ012
CL002381,C00595,2025-03-19,6325.8,Liability,Under Review,ADJ050
CL002382,C00300,2025-01-03,2640.68,Liability,Denied,ADJ027
CL002383,C00369,2025-01-17,14440.1,Collision,Denied,ADJ017
CL002384,C00907,2023-02-12,2495.8,Medical,Approved,ADJ029
CL002385,C00772,2025-07-15,8318.57,Property,Open,ADJ022
CL002386,C00519,2021-11-06,13815.33,Property,Denied,ADJ022
CL002387,C00554,2025-04-20,9674.11,Property,Denied,ADJ009
CL002388,C00836,2023-11-19,27868.4,Liability,Open,ADJ027
CL002389,C00902,2024-12-22,2122.26,Theft,Denied,ADJ003
CL002390,C00533,2025-05-28,3016.09,Theft,Closed,ADJ048
CL002391,C00233,2023-11-20,23833.87,Liability,Open,ADJ021
CL002392,C00750,2025-01-01,12628.8,Medical,Denied,ADJ026
CL002393,C00536,2022-04-27,18975.19,Theft,Under Review,ADJ048
CL002394,C00418,2024-05-08,26056.59,Property,Approved,ADJ010
CL002395,C00855,2022-10-05,10562.17,Property,Open,ADJ033
CL002396,C00820,2023-11-18,2063.11,Property,Open,ADJ045
CL002397,C00973,2023-10-30,4945.06,Liability,Under Review,ADJ014
CL002398,C00555,2022-12-25,9754.6,Property,Open,ADJ002
CL002399,C00032,2021-06-29,4788.87,Property,Closed,ADJ050
CL002400,C00697,2025-02-07,1534.37,Medical,Approved,ADJ008
CL002401,C00433,2025-02-18,30695.98,Collision,Denied,ADJ020
CL002402,C00352,2025-02-08,6122.34,Property,Under Review,ADJ028
CL002403,C00635,2024-08-12,9050.52,Liability,Denied,ADJ038
CL002404,C00043,2021-08-31,25630.16,Liability,Under Review,ADJ023
CL002405,C00032,2025-08-10,4208.84,Liability,Approved,ADJ049
CL002406,C00552,2025-03-16,11661.92,Liability,Denied,ADJ040
CL002407,C00902,2024-06-07,5590.3,Liability,Open,ADJ025
CL002408,C00040,2025-05-09,14460.14,Collision,Approved,ADJ017
CL002409,C00557,2025-06-08,3202.28,Collision,Approved,ADJ025
CL002410,C00768,2024-03-16,11342.76,Liability,Open,ADJ021
CL002411,C00318,2025-07-04,8513.07,Liability,Closed,ADJ040
CL002412,C00421,2025-01-22,1876.83,Property,Denied,ADJ044
CL002413,C00800,2023-05-06,909.42,Theft,Approved,ADJ005
CL002414,C00515,2024-04-27,3127.88,Medical,Denied,ADJ025
CL002415,C00821,2025-07-14,13912.22,Collision,Under Review,ADJ038
CL002416,C00121,2025-04-21,10624.14,Liability,Closed,ADJ029
CL002417,C00301,2022-05-29,12876.55,Collision,Under Review,ADJ039
CL002418,C00340,2024-03-11,6687.61,Property,Open,ADJ013
CL002419,C00494,2025-01-22,11368.86,Property,Approved,ADJ003
CL002420,C00310,2023-06-19,3148.83,Medical,Denied,ADJ032
CL002421,C00235,2025-05-13,25047.51,Collision,Open,ADJ011
CL002422,C00143,2023-06-26,2413.99,Theft,Denied,ADJ002
CL002423,C00449,2024-05-31,17652.89,Liability,Open,ADJ046
CL002424,C00538,2024-01-28,13516.5,Medical,Denied,ADJ007
CL002425,C00429,2021-11-28,7368.04,Medical,Approved,ADJ036
CL002426,C00719,2024-09-24,6622.7,Collision,Open,ADJ017
CL002427,C00899,2025-07-13,14255.6,Medical,Approved,ADJ026
CL002428,C00520,2025-08-08,13829.48,Property,Open,ADJ002
CL002429,C00166,2025-04-24,2956.06,Property,Approved,ADJ043
CL002430,C00560,2023-08-14,10424.83,Collision,Closed,ADJ038
CL002431,C00424,2023-10-09,2179.82,Collision,Closed,ADJ013
CL002432,C00151,2022-02-23,4854.98,Liability,Open,ADJ024
CL002433,C00062,2024-06-17,7897.84,Collision,Open,ADJ034
CL002434,C00682,2023-11-11,4355.37,Theft,Open,ADJ020
CL002435,C00902,2025-03-24,12266.2,Medical,Closed,ADJ031
CL002436,C00821,2025-04-01,3596.64,Liability,Approved,ADJ031
CL002437,C00220,2025-04-01,1936.18,Liability,Denied,ADJ041
CL002438,C00643,2023-02-11,8350.34,Collision,Closed,ADJ043
CL002439,C00131,2022-01-29,12938.76,Property,Open,ADJ031
CL002440,C00526,2025-02-11,14853.07,Collision,Denied,ADJ011
CL002441,C00253,2023-01-04,18351.78,Medical,Closed,ADJ017
CL002442,C00417,2025-08-06,1365.26,Liability,Open,ADJ021
CL002443,C00800,2023-05-21,6222.12,Property,Under Review,ADJ026
CL002444,C00461,2023-03-31,21996.71,Property,Approved,ADJ040
CL002445,C00973,2024-09-16,11961.78,Liability,Closed,ADJ016
CL002446,C00614,2025-02-23,16093.4,Collision,Approved,ADJ039
CL002447,C00032,2021-10-14,6551.09,Theft,Open,ADJ046
CL002448,C00914,2022-10-26,11767.2,Collision,Under Review,ADJ018
CL002449,C00403,2025-07-27,4572.09,Medical,Under Review,ADJ035
CL002450,C00620,2024-07-31,5242.77,Medical,Approved,ADJ033
CL002451,C00500,2025-03-03,6098.36,Theft,Denied,ADJ044
CL002452,C00620,2023-08-11,9190.46,Theft,Closed,ADJ031
CL002453,C00346,2025-02-23,1819.32,Liability,Under Review,ADJ035
CL002454,C00530,2025-02-13,9437.32,Collision,Under Review,ADJ041
CL002455,C00275,2022-09-15,14045.33,Medical,Denied,ADJ033
CL002456,C00234,2025-01-19,12123.48,Property,Denied,ADJ013
CL002457,C00357,2024-08-14,24699.17,Medical,Denied,ADJ044
CL002458,C00422,2024-07-02,4538.57,Theft,Approved,ADJ043
CL002459,C00675,2023-05-05,3231.12,Theft,Closed,ADJ050
CL002460,C00705,2025-07-29,4777.72,Medical,Denied,ADJ036
CL002461,C00329,2023-06-20,3464.74,Liability,Denied,ADJ034
CL002462,C00178,2024-02-19,2199.56,Medical,Closed,ADJ014
CL002463,C00613,2022-12-09,11954.2,Medical,Closed,ADJ042
CL002464,C00830,2025-02-24,13451.61,Liability,Under Review,ADJ037
CL002465,C00471,2024-10-25,8292.42,Property,Under Review,ADJ039
CL002466,C00074,2021-08-03,4161.77,Liability,Denied,ADJ026
CL002467,C00004,2025-06-21,1464.92,Medical,Approved,ADJ030
CL002468,C00958,2022-07-03,14867.38,Theft,Under Review,ADJ033
CL002469,C00582,2025-07-24,6597.15,Medical,Open,ADJ028
CL002470,C00644,2025-07-08,30872.99,Liability,Approved,ADJ025
CL002471,C00321,2025-02-09,3752.14,Medical,Open,ADJ003
CL002472,C00868,2025-01-11,1519.06,Collision,Denied,ADJ035
CL002473,C00275,2025-04-03,2347.62,Collision,Approved,ADJ014
CL002474,C00041,2024-04-07,13424.02,Theft,Open,ADJ001
CL002475,C00115,2025-08-01,5395.29,Theft,Under Review,ADJ019
CL002476,C00441,2023-07-18,3989.86,Property,Denied,ADJ039
CL002477,C00585,2021-01-02,11400.04,Theft,Under Review,ADJ016
CL002478,C00156,2025-07-20,832.83,Theft,Under Review,ADJ049
CL002479,C00226,2023-10-31,7378.76,Liability,Closed,ADJ035
CL002480,C00632,2024-01-10,1250.09,Theft,Denied,ADJ018
CL002481,C00829,2024-09-25,7550.73,Collision,Closed,ADJ027
CL002482,C00227,2025-01-04,4009.36,Theft,Closed,ADJ012
CL002483,C00940,2023-12-08,3694.95,Collision,Open,ADJ016
CL002484,C00688,2025-02-28,4973.17,Theft,Denied,ADJ025
CL002485,C00457,2024-09-29,3594.12,Collision,Open,ADJ027
CL002486,C00730,2022-05-22,6939.93,Property,Approved,ADJ040
CL002487,C00769,2025-06-30,12272.81,Medical,Closed,ADJ044
CL002488,C00504,2025-06-01,6831.43,Theft,Under Review,ADJ021
CL002489,C00022,2022-11-27,7735.97,Theft,Approved,ADJ029
CL002490,C00622,2023-05-07,3479.31,Property,Open,ADJ039
CL002491,C00858,2024-08-10,10634.47,Liability,Closed,ADJ026
CL002492,C00213,2023-11-13,3659.96,Medical,Approved,ADJ018
CL002493,C00255,2024-06-21,26062.88,Liability,Denied,ADJ031
CL002494,C00984,2021-10-28,852.0,Theft,Closed,ADJ042
CL002495,C00715,2023-05-07,3182.56,Collision,Approved,ADJ037
CL002496,C00354,2025-03-04,5713.05,Collision,Approved,ADJ028
CL002497,C00742,2025-02-19,6957.25,Liability,Open,ADJ028
CL002498,C00262,2025-07-05,5549.34,Medical,Under Review,ADJ017
CL002499,C00491,2025-08-06,2792.42,Property,Denied,ADJ042
CL002500,C00530,2021-10-29,9187.03,Property,Open,ADJ025
CL002501,C00655,2025-09-15,1372.0,Medical,Closed,ADJ009
CL002502,C00755,2025-09-14,23858.52,Theft,Approved,ADJ028
CL002503,C00033,2025-09-04,3741.95,Liability,Open,ADJ002
CL002504,C00575,2025-09-26,25215.26,Theft,Open,ADJ029
CL002505,C00604,2025-10-06,28438.4,Collision,Under Review,ADJ011
CL002506,C00715,2025-10-25,12249.34,Liability,Closed,ADJ049
CL002507,C00345,2025-09-14,3709.2,Collision,Open,ADJ023
CL002508,C00619,2025-10-04,28358.96,Property,Open,ADJ025
CL002509,C00081,2025-11-10,10625.12,Theft,Under Review,ADJ024
CL002510,C00592,2025-09-25,24820.25,Collision,Open,ADJ050
CL002511,C00297,2025-09-11,30021.74,Collision,Open,ADJ030
CL002512,C00651,2025-12-16,13097.53,Medical,Open,ADJ043
CL002513,C00274,2025-11-29,32828.27,Collision,Open,ADJ011
CL002514,C00547,2025-12-03,8956.2,Property,Open,ADJ041
CL002515,C00705,2025-11-11,8086.82,Medical,Under Review,ADJ050
CL002516,C00058,2025-09-30,28865.3,Medical,Open,ADJ005
CL002517,C00217,2025-12-26,33044.1,Medical,Closed,ADJ032
CL002518,C00406,2025-12-23,32065.46,Property,Approved,ADJ009
CL002519,C00253,2025-12-05,19879.01,Medical,Under Review,ADJ028
CL002520,C00920,2025-11-14,14290.31,Liability,Under Review,ADJ009
CL002521,C00522,2025-11-03,3645.83,Collision,Under Review,ADJ010
CL002522,C00643,2025-09-21,27839.7,Property,Open,ADJ025
CL002523,C00391,2025-11-16,34880.17,Theft,Denied,ADJ036
CL002524,C00882,2025-12-30,905.15,Collision,Open,ADJ035
CL002525,C00769,2025-10-05,27029.5,Medical,Approved,ADJ028
CL002526,C00162,2025-10-29,620.98,Medical,Under Review,ADJ049
CL002527,C00183,2025-11-04,31999.22,Medical,Under Review,ADJ033
CL002528,C00624,2025-09-26,5782.72,Liability,Open,ADJ050
CL002529,C00945,2025-11-07,32201.62,Theft,Denied,ADJ002
CL002530,C00115,2025-12-28,13033.65,Medical,Closed,ADJ016
CL002531,C00900,2025-11-12,33183.49,Collision,Under Review,ADJ005
CL002532,C00779,2025-11-08,26934.12,Liability,Open,ADJ036
CL002533,C00170,2025-10-04,18716.38,Theft,Open,ADJ014
CL002534,C00952,2025-11-09,26569.43,Liability,Under Review,ADJ026
CL002535,C00688,2025-11-23,13393.87,Theft,Open,ADJ016
CL002536,C00231,2025-09-09,12174.64,Theft,Open,ADJ038
CL002537,C00226,2025-09-01,2958.62,Collision,Closed,ADJ003
CL002538,C00881,2025-10-13,2953.93,Liability,Denied,ADJ032
CL002539,C00220,2025-11-09,5074.42,Theft,Open,ADJ016
CL002540,C00804,2025-10-31,28371.68,Liability,Approved,ADJ043
CL002541,C00442,2025-10-16,15124.58,Property,Under Review,ADJ004
CL002542,C00690,2025-11-23,34467.62,Collision,Approved,ADJ047
CL002543,C00348,2025-12-12,30241.01,Liability,Closed,ADJ035
CL002544,C00460,2025-09-18,15066.03,Medical,Open,ADJ005
CL002545,C00454,2025-12-13,30229.85,Theft,Approved,ADJ042
CL002546,C00554,2025-12-17,1018.22,Collision,Under Review,ADJ016
CL002547,C00171,2025-10-23,17266.05,Liability,Under Review,ADJ004
CL002548,C00169,2025-10-19,583.37,Property,Denied,ADJ030
CL002549,C00293,2025-10-25,24544.89,Theft,Open,ADJ032
CL002550,C00159,2025-09-25,10746.9,Collision,Open,ADJ035
CL002551,C00063,2025-12-05,11329.93,Collision,Open,ADJ033
CL002552,C00942,2025-12-19,18835.51,Collision,Under Review,ADJ006
CL002553,C00872,2025-09-24,2873.33,Collision,Open,ADJ016
CL002554,C00414,2025-09-16,32998.77,Theft,Closed,ADJ039
CL002555,C00041,2025-11-19,3337.84,Theft,Open,ADJ021
CL002556,C00958,2025-10-04,7556.96,Medical,Closed,ADJ026
CL002557,C00135,2025-11-25,22782.0,Property,Denied,ADJ049
CL002558,C00959,2025-09-10,830.43,Theft,Under Review,ADJ007
CL002559,C00076,2025-11-08,7863.89,Medical,Approved,ADJ023
CL002560,C00903,2025-09-09,30848.22,Medical,Denied,ADJ029
CL002561,C00854,2025-11-09,24784.65,Theft,Under Review,ADJ042
CL002562,C00542,2025-09-02,23553.62,Theft,Denied,ADJ043
CL002563,C00107,2025-12-30,30808.77,Medical,Approved,ADJ007
CL002564,C00761,2025-11-10,5872.73,Medical,Open,ADJ046
CL002565,C00352,2025-09-27,24231.09,Medical,Open,ADJ017
CL002566,C00928,2025-12-26,29703.81,Collision,Open,ADJ018
CL002567,C00046,2025-09-01,12018.37,Liability,Open,ADJ017
CL002568,C00166,2025-12-04,15754.53,Property,Open,ADJ008
CL002569,C00078,2025-12-30,30980.59,Liability,Open,ADJ024
CL002570,C00597,2025-11-10,5618.98,Liability,Approved,ADJ024
CL002571,C00921,2025-12-29,27979.2,Collision,Under Review,ADJ014
CL002572,C00699,2025-10-02,23521.54,Medical,Under Review,ADJ027
CL002573,C00998,2025-11-19,26369.72,Liability,Under Review,ADJ012
CL002574,C00903,2025-10-23,1364.25,Medical,Under Review,ADJ027
CL002575,C00822,2025-11-25,30323.53,Liability,Denied,ADJ045
CL002576,C00111,2025-10-19,30603.11,Property,Closed,ADJ030
CL002577,C00359,2025-10-10,28821.61,Liability,Closed,ADJ043
CL002578,C00198,2025-10-22,11835.68,Collision,Under Review,ADJ018
CL002579,C00360,2025-11-22,18086.04,Theft,Denied,ADJ002
CL002580,C00119,2025-12-22,33992.67,Liability,Open,ADJ017
CL002581,C00040,2025-09-14,21093.69,Medical,Under Review,ADJ021
CL002582,C00447,2025-11-17,34470.06,Collision,Open,ADJ037
CL002583,C00195,2025-10-03,2040.56,Property,Approved,ADJ035
CL002584,C00704,2025-12-02,32952.78,Liability,Open,ADJ005
CL002585,C00972,2025-11-25,32280.2,Theft,Denied,ADJ008
CL002586,C00738,2025-12-25,10871.62,Medical,Open,ADJ021
CL002587,C00413,2025-11-29,10710.58,Liability,Closed,ADJ043
CL002588,C00963,2025-10-19,23879.86,Liability,Open,ADJ020
CL002589,C00416,2025-11-10,29276.69,Medical,Denied,ADJ028
CL002590,C00805,2025-11-14,21441.86,Medical,Open,ADJ029
CL002591,C00692,2025-09-28,18147.06,Liability,Open,ADJ019
CL002592,C00528,2025-11-24,22348.62,Medical,Approved,ADJ049
CL002593,C00241,2025-11-26,11220.02,Liability,Approved,ADJ003
CL002594,C00251,2025-10-31,21601.01,Collision,Open,ADJ041
CL002595,C00590,2025-09-25,25295.53,Property,Open,ADJ016
CL002596,C00152,2025-11-23,24235.41,Collision,Under Review,ADJ015
CL002597,C00181,2025-12-12,33563.62,Theft,Open,ADJ036
CL002598,C00256,2025-12-27,29780.85,Property,Approved,ADJ030
CL002599,C00684,2025-11-07,34596.23,Theft,Denied,ADJ049
CL002600,C00913,2025-10-27,21648.57,Theft,Open,ADJ036
CL002601,C00457,2025-12-24,6000.74,Property,Open,ADJ049
CL002602,C00254,2025-12-17,22511.51,Theft,Open,ADJ016
CL002603,C00282,2025-10-27,3182.56,Medical,Closed,ADJ022
CL002604,C00328,2025-12-24,19146.95,Liability,Closed,ADJ025
CL002605,C00711,2025-09-20,24883.99,Collision,Open,ADJ022
CL002606,C00556,2025-10-30,14855.29,Liability,Under Review,ADJ025
CL002607,C00927,2025-12-08,20662.66,Collision,Under Review,ADJ049
CL002608,C00590,2025-10-19,16967.19,Medical,Denied,ADJ025
CL002609,C00874,2025-12-24,33407.11,Property,Open,ADJ048
CL002610,C00560,2025-12-12,21324.23,Liability,Open,ADJ018
CL002611,C00447,2025-11-02,1510.5,Medical,Open,ADJ026
CL002612,C00742,2025-09-22,29510.65,Liability,Under Review,ADJ035
CL002613,C00028,2025-12-26,14104.67,Theft,Open,ADJ006
CL002614,C00659,2025-10-25,5191.31,Property,Closed,ADJ017
CL002615,C00389,2025-10-12,7812.34,Medical,Denied,ADJ025
CL002616,C00285,2025-12-06,33330.3,Property,Denied,ADJ006
CL002617,C00482,2025-09-03,26354.08,Collision,Under Review,ADJ023
CL002618,C00230,2025-11-23,2876.68,Collision,Under Review,ADJ016
CL002619,C00205,2025-12-17,1212.21,Liability,Closed,ADJ031
CL002620,C00686,2025-09-15,19968.77,Liability,Open,ADJ017
CL002621,C00786,2025-10-18,6298.56,Theft,Under Review,ADJ046
CL002622,C00118,2025-12-09,28778.99,Medical,Approved,ADJ002
CL002623,C00952,2025-10-10,20376.87,Property,Open,ADJ046
CL002624,C00204,2025-09-10,20939.34,Liability,Approved,ADJ050
CL002625,C00309,2025-12-18,24119.36,Collision,Under Review,ADJ037
CL002626,C00802,2025-09-06,12489.27,Property,Open,ADJ005
CL002627,C00519,2025-11-22,12283.18,Property,Under Review,ADJ007
CL002628,C00444,2025-10-17,22439.86,Property,Under Review,ADJ028
CL002629,C00181,2025-12-03,18511.87,Medical,Open,ADJ035
CL002630,C00794,2025-11-01,16549.47,Theft,Denied,ADJ016
CL002631,C00851,2025-12-29,3499.3,Property,Closed,ADJ030
CL002632,C00584,2025-11-18,23564.84,Medical,Approved,ADJ021
CL002633,C00187,2025-11-02,7828.2,Medical,Denied,ADJ039
CL002634,C00719,2025-12-22,10041.65,Collision,Open,ADJ013
CL002635,C00088,2025-10-01,25355.18,Property,Open,ADJ016
CL002636,C00708,2025-10-31,22795.88,Property,Open,ADJ002
CL002637,C00096,2025-10-08,8155.18,Liability,Denied,ADJ038
CL002638,C00378,2025-10-31,19606.58,Medical,Open,ADJ048
CL002639,C00564,2025-10-13,12648.22,Property,Denied,ADJ017
CL002640,C00237,2025-09-16,25396.92,Medical,Approved,ADJ035
CL002641,C00974,2025-12-07,24323.09,Liability,Closed,ADJ031
CL002642,C00284,2025-12-02,20852.7,Theft,Open,ADJ007
CL002643,C00853,2025-09-25,10730.98,Medical,Closed,ADJ001
CL002644,C00726,2025-11-08,4876.75,Collision,Under Review,ADJ036
CL002645,C00300,2025-11-29,33084.81,Property,Approved,ADJ001
CL002646,C00588,2025-10-07,16705.54,Property,Denied,ADJ004
CL002647,C00259,2025-12-30,30242.75,Collision,Under Review,ADJ026
CL002648,C00504,2025-09-10,20419.12,Collision,Closed,ADJ037
CL002649,C00972,2025-10-09,3448.17,Liability,Approved,ADJ049
CL002650,C00427,2025-11-17,21078.36,Theft,Closed,ADJ034
CL002651,C00390,2025-10-28,31856.94,Medical,Under Review,ADJ028
CL002652,C00313,2025-11-12,21937.55,Theft,Under Review,ADJ007
CL002653,C00971,2025-12-07,7678.72,Liability,Denied,ADJ006
CL002654,C00161,2025-10-01,6506.44,Collision,Closed,ADJ027
CL002655,C00462,2025-11-28,20998.46,Medical,Approved,ADJ019
CL002656,C00724,2025-10-07,24765.59,Property,Approved,ADJ015
CL002657,C00947,2025-10-04,27693.01,Theft,Open,ADJ013
CL002658,C00436,2025-09-15,19299.12,Liability,Under Review,ADJ010
CL002659,C00074,2025-09-08,6234.17,Medical,Open,ADJ037
CL002660,C00944,2025-10-07,15661.99,Property,Open,ADJ045
CL002661,C00413,2025-12-30,9902.85,Theft,Open,ADJ006
CL002662,C00613,2025-09-06,31198.54,Medical,Open,ADJ002
CL002663,C00094,2025-09-30,33699.74,Theft,Open,ADJ002
CL002664,C00784,2025-11-26,28852.14,Theft,Approved,ADJ049
CL002665,C00180,2025-10-31,18415.85,Property,Under Review,ADJ012
CL002666,C00600,2025-10-26,22412.25,Property,Under Review,ADJ031
CL002667,C00357,2025-10-23,12009.81,Collision,Under Review,ADJ022
CL002668,C00422,2025-11-28,17605.16,Property,Under Review,ADJ036
CL002669,C00038,2025-10-29,3547.5,Medical,Denied,ADJ050
CL002670,C00414,2025-12-20,18265.14,Collision,Open,ADJ035
CL002671,C00474,2025-10-23,2379.31,Theft,Open,ADJ049
CL002672,C00511,2025-11-20,15761.62,Collision,Closed,ADJ036
CL002673,C00135,2025-12-28,10447.45,Property,Approved,ADJ041
CL002674,C00624,2025-12-12,8765.96,Liability,Denied,ADJ001
CL002675,C00566,2025-10-23,3725.18,Collision,Open,ADJ008
CL002676,C00664,2025-12-16,5821.77,Medical,Open,ADJ018
CL002677,C00426,2025-12-16,17157.65,Property,Closed,ADJ036
CL002678,C00149,2025-10-20,7086.01,Theft,Open,ADJ009
CL002679,C00885,2025-09-09,10040.92,Property,Denied,ADJ033
CL002680,C00274,2025-12-15,597.51,Medical,Under Review,ADJ038
CL002681,C00676,2025-11-02,30364.82,Property,Open,ADJ023
CL002682,C00341,2025-11-10,26831.92,Property,Open,ADJ021
CL002683,C00891,2025-09-25,34350.63,Liability,Open,ADJ015
CL002684,C00877,2025-12-09,14682.79,Medical,Under Review,ADJ046
CL002685,C00936,2025-12-13,13663.38,Liability,Open,ADJ003
CL002686,C00130,2025-11-04,33818.53,Medical,Under Review,ADJ029
CL002687,C00103,2025-11-07,31923.79,Collision,Under Review,ADJ027
CL002688,C00892,2025-11-23,33977.36,Collision,Open,ADJ017
CL002689,C00347,2025-11-19,24410.77,Collision,Under Review,ADJ044
CL002690,C00880,2025-11-08,13621.22,Medical,Open,ADJ049
CL002691,C00500,2025-12-21,19176.76,Theft,Approved,ADJ041
CL002692,C00701,2025-12-27,10425.01,Liability,Under Review,ADJ028
CL002693,C00101,2025-12-07,22376.47,Collision,Open,ADJ045
CL002694,C00307,2025-12-25,1507.82,Medical,Under Review,ADJ019
CL002695,C00368,2025-10-18,15369.85,Liability,Open,ADJ037
CL002696,C00699,2025-12-11,6721.86,Liability,Approved,ADJ025
CL002697,C00635,2025-11-27,8818.83,Theft,Approved,ADJ030
CL002698,C00654,2025-10-03,16366.48,Collision,Under Review,ADJ030
CL002699,C00923,2025-10-07,23889.96,Liability,Approved,ADJ023
CL002700,C00602,2025-10-09,22555.58,Property,Open,ADJ030
CL002701,C00866,2025-10-09,7382.98,Property,Under Review,ADJ007
CL002702,C00243,2025-10-19,20243.19,Theft,Denied,ADJ045
CL002703,C00303,2025-09-03,34252.97,Property,Denied,ADJ037
CL002704,C00886,2025-11-27,27364.64,Collision,Under Review,ADJ048
CL002705,C00509,2025-12-16,31706.88,Medical,Under Review,ADJ015
CL002706,C00622,2025-12-12,12665.83,Liability,Open,ADJ044
CL002707,C00774,2025-12-02,26990.58,Liability,Open,ADJ041
CL002708,C00662,2025-09-06,11168.73,Property,Approved,ADJ024
CL002709,C00750,2025-09-17,3619.05,Medical,Denied,ADJ027
CL002710,C00180,2025-09-26,5069.17,Theft,Under Review,ADJ024
CL002711,C00544,2025-11-04,32028.87,Liability,Denied,ADJ031
CL002712,C00991,2025-12-13,10692.86,Medical,Under Review,ADJ030
CL002713,C00987,2025-09-10,5365.82,Liability,Under Review,ADJ047
CL002714,C00691,2025-10-21,33884.64,Theft,Open,ADJ026
CL002715,C00015,2025-10-04,19023.43,Property,Open,ADJ048
CL002716,C00689,2025-10-04,20679.25,Medical,Approved,ADJ015
CL002717,C00483,2025-09-04,21886.46,Theft,Denied,ADJ040
CL002718,C00227,2025-11-22,2690.3,Property,Under Review,ADJ020
CL002719,C00665,2025-10-23,4534.9,Collision,Under Review,ADJ020
CL002720,C00505,2025-09-15,3862.61,Theft,Approved,ADJ030
CL002721,C00380,2025-11-25,33267.38,Theft,Open,ADJ048
CL002722,C00745,2025-09-20,31060.2,Collision,Under Review,ADJ040
CL002723,C00418,2025-12-30,33341.25,Collision,Open,ADJ014
CL002724,C00455,2025-10-27,33307.91,Medical,Approved,ADJ044
CL002725,C00377,2025-11-09,31622.03,Medical,Approved,ADJ018
CL002726,C00195,2025-09-16,33254.62,Property,Approved,ADJ014
CL002727,C00658,2025-11-21,21113.52,Collision,Approved,ADJ022
CL002728,C00250,2025-09-17,27663.68,Liability,Approved,ADJ049
CL002729,C00568,2025-09-27,20742.15,Liability,Denied,ADJ010
CL002730,C00808,2025-12-25,21073.35,Medical,Under Review,ADJ010
CL002731,C00134,2025-11-09,9157.82,Liability,Approved,ADJ002
CL002732,C00135,2025-09-02,12870.15,Liability,Open,ADJ002
